filename,exchange,ticker,instrument,resolution,start_date,end_date,n_rows,years
NYSE_PFE_4H_20160401_20260324.csv,NYSE,PFE,NYSE_PFE,4H,2016-04-01,2026-03-24,5000,10.0
NYSE_PG_1D_20060509_20260324.csv,NYSE,PG,NYSE_PG,1D,2006-05-09,2026-03-24,5000,19.9
NYSE_PG_1H_20230512_20260324.csv,NYSE,PG,NYSE_PG,1H,2023-05-12,2026-03-24,5000,2.9
NYSE_PG_1W_19680101_20260323.csv,NYSE,PG,NYSE_PG,1W,1968-01-01,2026-03-23,3039,58.2
NYSE_PG_4H_20160330_20260324.csv,NYSE,PG,NYSE_PG,4H,2016-03-30,2026-03-24,5000,10.0
NYSE_XOM_1D_20060509_20260324.csv,NYSE,XOM,NYSE_XOM,1D,2006-05-09,2026-03-24,5000,19.9
NYSE_XOM_1H_20230512_20260324.csv,NYSE,XOM,NYSE_XOM,1H,2023-05-12,2026-03-24,5000,2.9
NYSE_XOM_1W_19680101_20260323.csv,NYSE,XOM,NYSE_XOM,1W,1968-01-01,2026-03-23,3039,58.2
NYSE_XOM_4H_20160401_20260324.csv,NYSE,XOM,NYSE_XOM,4H,2016-04-01,2026-03-24,5000,10.0
SP_SPX_1D_20060509_20260324.csv,SP,SPX,SP_SPX,1D,2006-05-09,2026-03-24,5000,19.9
SP_SPX_1H_20230512_20260324.csv,SP,SPX,SP_SPX,1H,2023-05-12,2026-03-24,5000,2.9
SP_SPX_1W_19300526_20260323.csv,SP,SPX,SP_SPX,1W,1930-05-26,2026-03-23,5000,95.8
SP_SPX_4H_20160405_20260324.csv,SP,SPX,SP_SPX,4H,2016-04-05,2026-03-24,5000,10.0
TSE_7203_1D_20051017_20260325.csv,TSE,7203,TSE_7203,1D,2005-10-17,2026-03-25,5000,20.4
TSE_7203_1H_20230419_20260325.csv,TSE,7203,TSE_7203,1H,2023-04-19,2026-03-25,5000,2.9
TSE_7203_1W_19840102_20260323.csv,TSE,7203,TSE_7203,1W,1984-01-02,2026-03-23,2199,42.2
TSE_7203_4H_20151225_20260325.csv,TSE,7203,TSE_7203,4H,2015-12-25,2026-03-25,5000,10.2
TSX_RY_1D_20060421_20260324.csv,TSX,RY,TSX_RY,1D,2006-04-21,2026-03-24,5000,19.9
TSX_RY_1H_20230517_20260324.csv,TSX,RY,TSX_RY,1H,2023-05-17,2026-03-24,5000,2.9
TSX_RY_1W_19960408_20260323.csv,TSX,RY,TSX_RY,1W,1996-04-08,2026-03-23,1564,30.0
TSX_RY_4H_20160401_20260324.csv,TSX,RY,TSX_RY,4H,2016-04-01,2026-03-24,5000,10.0
TSX_TD_1D_20060421_20260324.csv,TSX,TD,TSX_TD,1D,2006-04-21,2026-03-24,5000,19.9
TSX_TD_1H_20230517_20260324.csv,TSX,TD,TSX_TD,1H,2023-05-17,2026-03-24,5000,2.9
TSX_TD_1W_19960408_20260323.csv,TSX,TD,TSX_TD,1W,1996-04-08,2026-03-23,1564,30.0
TSX_TD_4H_20160401_20260324.csv,TSX,TD,TSX_TD,4H,2016-04-01,2026-03-24,5000,10.0
TVC_NI225_1D_20051017_20260325.csv,TVC,NI225,TVC_NI225,1D,2005-10-17,2026-03-25,5000,20.4
TVC_NI225_1H_20230420_20260325.csv,TVC,NI225,TVC_NI225,1H,2023-04-20,2026-03-25,5000,2.9
TVC_NI225_1W_19490515_20260323.csv,TVC,NI225,TVC_NI225,1W,1949-05-15,2026-03-23,3999,76.9
TVC_NI225_4H_20151229_20260325.csv,TVC,NI225,TVC_NI225,4H,2015-12-29,2026-03-25,5000,10.2
XETR_SAP_1D_20060713_20260325.csv,XETR,SAP,XETR_SAP,1D,2006-07-13,2026-03-25,5000,19.7
XETR_SAP_1H_20240104_20260325.csv,XETR,SAP,XETR_SAP,1H,2024-01-04,2026-03-25,5000,2.2
XETR_SAP_1W_19940131_20260323.csv,XETR,SAP,XETR_SAP,1W,1994-01-31,2026-03-23,1678,32.1
XETR_SAP_4H_20190822_20260325.csv,XETR,SAP,XETR_SAP,4H,2019-08-22,2026-03-25,5000,6.6
XETR_SIE_1D_20060713_20260325.csv,XETR,SIE,XETR_SIE,1D,2006-07-13,2026-03-25,5000,19.7
XETR_SIE_1H_20240111_20260325.csv,XETR,SIE,XETR_SIE,1H,2024-01-11,2026-03-25,5000,2.2
XETR_SIE_1W_19870202_20260323.csv,XETR,SIE,XETR_SIE,1W,1987-02-02,2026-03-23,2043,39.1
XETR_SIE_4H_20190829_20260325.csv,XETR,SIE,XETR_SIE,4H,2019-08-29,2026-03-25,5000,6.6
