time,open,high,low,close,volume
2007-01-01 22:00:00,1.60852,1.61182,1.60722,1.61032,0.0
2007-01-02 22:00:00,1.61032,1.61692,1.61022,1.61342,0.0
2007-01-03 22:00:00,1.61342,1.61502,1.61042,1.61312,0.0
2007-01-04 22:00:00,1.61312,1.61332,1.60682,1.60692,0.0
2007-01-07 22:00:00,1.60702,1.61072,1.60562,1.61022,0.0
2007-01-08 22:00:00,1.61022,1.61452,1.60952,1.61322,0.0
2007-01-09 22:00:00,1.61322,1.61432,1.61112,1.61202,0.0
2007-01-10 22:00:00,1.61202,1.61692,1.60962,1.61082,0.0
2007-01-11 22:00:00,1.61082,1.61382,1.60962,1.61162,0.0
2007-01-14 22:00:00,1.61222,1.61602,1.61092,1.61472,0.0
2007-01-15 22:00:00,1.61472,1.61572,1.61152,1.61232,0.0
2007-01-16 22:00:00,1.61232,1.61432,1.61202,1.61342,0.0
2007-01-17 22:00:00,1.61342,1.61982,1.61292,1.61662,0.0
2007-01-18 22:00:00,1.61662,1.61892,1.61622,1.61772,0.0
2007-01-21 22:00:00,1.61782,1.61932,1.61662,1.61772,0.0
2007-01-22 22:00:00,1.61772,1.61882,1.61342,1.61832,0.0
2007-01-23 22:00:00,1.61832,1.62212,1.61492,1.61802,0.0
2007-01-24 22:00:00,1.61802,1.61872,1.61222,1.61462,0.0
2007-01-25 22:00:00,1.61462,1.61952,1.61372,1.61882,0.0
2007-01-28 22:00:00,1.61882,1.62412,1.61802,1.62262,0.0
2007-01-29 22:00:00,1.62262,1.62522,1.62102,1.62252,0.0
2007-01-30 22:00:00,1.62252,1.62592,1.61972,1.62052,0.0
2007-01-31 22:00:00,1.62052,1.62162,1.61642,1.61902,0.0
2007-02-01 22:00:00,1.61902,1.62012,1.61582,1.61702,0.0
2007-02-04 22:00:00,1.61742,1.61802,1.61292,1.61412,0.0
2007-02-05 22:00:00,1.61412,1.61432,1.60822,1.60942,0.0
2007-02-06 22:00:00,1.60942,1.61572,1.60872,1.61502,0.0
2007-02-07 22:00:00,1.61502,1.62592,1.61492,1.62432,0.0
2007-02-08 22:00:00,1.62432,1.62712,1.62252,1.62342,0.0
2007-02-11 22:00:00,1.62362,1.62532,1.62202,1.62452,0.0
2007-02-12 22:00:00,1.62452,1.62682,1.62252,1.62522,0.0
2007-02-13 22:00:00,1.62522,1.62852,1.62402,1.62762,0.0
2007-02-14 22:00:00,1.62762,1.62802,1.62132,1.62192,0.0
2007-02-15 22:00:00,1.62192,1.62292,1.62002,1.62182,0.0
2007-02-18 22:00:00,1.62112,1.62322,1.61942,1.62172,0.0
2007-02-19 22:00:00,1.62172,1.62742,1.62162,1.62442,0.0
2007-02-20 22:00:00,1.62442,1.62842,1.62382,1.62612,0.0
2007-02-21 22:00:00,1.62612,1.62862,1.62452,1.62502,0.0
2007-02-22 22:00:00,1.62502,1.62692,1.62072,1.62342,0.0
2007-02-25 22:00:00,1.62242,1.62392,1.61912,1.62152,0.0
2007-02-26 22:00:00,1.62152,1.62192,1.60922,1.61162,0.0
2007-02-27 22:00:00,1.61162,1.61442,1.61032,1.61272,0.0
2007-02-28 22:00:00,1.61272,1.61402,1.60582,1.61172,0.0
2007-03-01 22:00:00,1.61172,1.61302,1.60262,1.60472,0.0
2007-03-04 22:00:00,1.60332,1.60342,1.59292,1.59702,0.0
2007-03-05 22:00:00,1.59702,1.60772,1.59702,1.60712,0.0
2007-03-06 22:00:00,1.60712,1.60762,1.60222,1.60252,0.0
2007-03-07 22:00:00,1.60252,1.61322,1.60212,1.61232,0.0
2007-03-08 22:00:00,1.61232,1.61912,1.61192,1.61912,0.0
2007-03-11 21:00:00,1.61872,1.61912,1.61282,1.61532,0.0
2007-03-12 21:00:00,1.61532,1.61662,1.60442,1.60492,0.0
2007-03-13 21:00:00,1.60492,1.61052,1.60262,1.61022,0.0
2007-03-14 21:00:00,1.61022,1.61222,1.60672,1.61092,0.0
2007-03-15 21:00:00,1.61092,1.61122,1.60362,1.60702,0.0
2007-03-18 21:00:00,1.60552,1.61362,1.60542,1.61202,0.0
2007-03-19 21:00:00,1.61202,1.61412,1.61052,1.61362,0.0
2007-03-20 21:00:00,1.61362,1.61942,1.61292,1.61912,0.0
2007-03-21 21:00:00,1.61912,1.62172,1.61682,1.61852,0.0
2007-03-22 21:00:00,1.61852,1.61982,1.61562,1.61902,0.0
2007-03-25 21:00:00,1.61842,1.62142,1.61672,1.62082,0.0
2007-03-26 21:00:00,1.62082,1.62192,1.61742,1.61802,0.0
2007-03-27 21:00:00,1.61802,1.62152,1.61452,1.61952,0.0
2007-03-28 21:00:00,1.61952,1.62462,1.61892,1.62312,0.0
2007-03-29 21:00:00,1.62312,1.62642,1.61872,1.62312,0.0
2007-04-01 21:00:00,1.62242,1.62482,1.62062,1.62442,0.0
