time,open,high,low,close,volume
1994-01-31 08:00:00,1.68726176,2.08777306,1.66595778,2.01960146,8028007.46604714
1994-02-07 08:00:00,2.02045312,2.10481638,2.01960146,2.10481638,5291404.92100671
1994-02-14 08:00:00,2.11759803,2.38176612,2.10907637,2.3689828,3153602.93285081
1994-02-21 08:00:00,2.30933285,2.37750446,2.13038135,2.13038135,4333804.03043785
1994-02-28 08:00:00,2.24116125,2.24968291,2.16020632,2.21559627,2430602.26046016
1994-03-07 08:00:00,2.24968291,2.2582029,2.20281462,2.20281462,1255801.16789512
1994-03-14 08:00:00,2.21559627,2.3689828,2.20707461,2.33489783,1536001.42848137
1994-03-21 08:00:00,2.34767948,2.51384933,2.34767948,2.48828435,1342201.24824719
1994-03-28 07:00:00,2.47976269,2.49680601,2.34341949,2.34427115,695400.64672262
1994-04-04 07:00:00,2.3647228,2.38346945,2.30933285,2.35960947,914400.85039281
1994-04-11 07:00:00,2.38602611,2.42863441,2.35790614,2.42011275,1558801.44968539
1994-04-18 07:00:00,2.4328944,2.77801742,2.38602611,2.74819078,3743403.48136533
1994-04-25 07:00:00,2.84192736,2.85471068,2.73540912,2.85044902,3839403.57064541
1994-05-02 07:00:00,2.85471068,2.96122891,2.84789235,2.95270725,2301602.14049005
1994-05-09 07:00:00,2.92288228,2.9399256,2.91436062,2.92714394,738600.68689866
1994-05-16 07:00:00,2.91862229,2.92288228,2.86323234,2.86323234,765000.71145068
1994-05-23 07:00:00,2.82488571,2.82488571,2.75245244,2.76949576,812400.75553272
1994-05-30 07:00:00,2.70984415,2.73540912,2.70132249,2.71410581,889200.82695679
1994-06-06 07:00:00,2.69280083,2.72262747,2.67575918,2.70814081,1087801.01165497
1994-06-13 07:00:00,2.69961916,2.72688746,2.61184757,2.72688746,1588801.47758541
1994-06-20 07:00:00,2.74393078,2.89731731,2.74393078,2.88027565,3180002.95740283
1994-06-27 07:00:00,2.83851903,2.89731731,2.83766736,2.88879731,2254802.09696601
1994-07-04 07:00:00,2.88453565,2.88879731,2.84192736,2.87090066,1536001.42848136
1994-07-11 07:00:00,2.871754,2.88453565,2.86323234,2.87601399,1794601.6689796
1994-07-18 07:00:00,2.86323234,2.90583896,2.85556234,2.90583896,2401802.23367614
1994-07-25 07:00:00,2.9399256,3.15296373,2.90157897,3.1146171,2400002.23200213
1994-08-01 07:00:00,3.21261368,3.21687534,3.11035544,3.12739876,2017201.87599779
