time,open,high,low,close,volume
2016-03-31 17:30:00,133.74,133.85,133.3,133.45,39674.0
2016-04-01 13:30:00,133.23,135.07,133.23,134.7,66118.0
2016-04-01 17:30:00,134.74,135.18,134.69,134.85,51327.0
2016-04-04 13:30:00,135.95,136.15,134.36,134.8,58960.0
2016-04-04 17:30:00,134.81,134.91,134.43,134.82,31827.0
2016-04-05 13:30:00,134.2,135.7,133.9,134.9,75178.0
2016-04-05 17:30:00,134.92,135.51,134.4,134.55,73199.0
2016-04-06 13:30:00,134.25,135.71,133.87,135.68,50761.0
2016-04-06 17:30:00,135.65,135.73,134.97,135.42,41769.0
2016-04-07 13:30:00,134.7,134.9,133.38,134.08,56495.0
2016-04-07 17:30:00,134.04,134.12,133.12,133.88,62319.0
2016-04-08 13:30:00,134.22,134.45,133.06,133.39,64854.0
2016-04-08 17:30:00,133.35,133.94,133.25,133.62,44905.0
2016-04-11 13:30:00,133.85,135.07,133.57,134.16,43292.0
2016-04-11 17:30:00,134.22,134.26,132.98,133.02,85990.0
2016-04-12 13:30:00,133.7,134.58,133.15,134.46,114539.0
2016-04-12 17:30:00,134.59,134.7,134.21,134.37,41259.0
2016-04-13 13:30:00,134.5,134.8,133.25,133.63,98185.0
2016-04-13 17:30:00,133.66,134.05,133.65,133.84,61123.0
2016-04-14 13:30:00,133.83,134.69,132.9,134.51,60452.0
2016-04-14 17:30:00,134.47,134.58,133.94,134.39,46284.0
2016-04-15 13:30:00,134.54,135.03,134.0,134.75,39058.0
2016-04-15 17:30:00,134.72,135.27,134.56,134.99,54617.0
2016-04-18 13:30:00,134.91,136.56,134.76,136.15,49585.0
2016-04-18 17:30:00,136.16,136.8,136.08,136.8,38938.0
2016-04-19 13:30:00,136.86,137.0,134.88,135.38,54579.0
2016-04-19 17:30:00,135.23,135.49,134.97,135.36,47675.0
2016-04-20 13:30:00,135.75,135.99,134.52,135.06,110737.0
2016-04-20 17:30:00,135.09,135.7,135.09,135.21,62295.0
2016-04-21 13:30:00,135.19,135.32,134.4,134.87,98460.0
2016-04-21 17:30:00,134.88,135.19,134.6,134.6,72398.0
2016-04-22 13:30:00,134.98,135.13,133.42,134.87,57551.0
2016-04-22 17:30:00,134.76,135.67,134.72,135.655,51836.0
2016-04-25 13:30:00,135.11,135.6,134.32,135.43,66466.0
2016-04-25 17:30:00,135.41,135.72,135.28,135.65,26901.0
2016-04-26 13:30:00,135.24,136.24,134.91,135.23,43379.0
2016-04-26 17:30:00,135.23,135.34,134.95,135.3,47913.0
2016-04-27 13:30:00,135.37,135.55,134.825,135.28,42163.0
2016-04-27 17:30:00,135.26,136.28,135.2,135.76,59783.0
2016-04-28 13:30:00,134.81,135.39,133.86,133.98,65780.0
2016-04-28 17:30:00,134.0,134.11,132.495,132.76,119868.0
2016-04-29 13:30:00,132.33,133.39,131.8,133.24,55568.0
2016-04-29 17:30:00,133.2,134.26,133.02,133.95,65700.0
2016-05-02 13:30:00,134.52,135.78,134.33,135.5,93487.0
2016-05-02 17:30:00,135.55,136.24,135.55,136.03,74255.0
