time,open,high,low,close,volume
2006-01-01 22:00:00,117.505,117.875,114.205,114.365,0.0
2006-01-08 22:00:00,114.505,114.865,113.395,114.215,0.0
2006-01-15 22:00:00,113.875,115.905,113.845,115.235,0.0
2006-01-22 22:00:00,115.195,117.425,114.145,117.195,0.0
2006-01-29 22:00:00,117.025,119.385,116.685,118.855,0.0
2006-02-05 22:00:00,118.835,119.155,116.875,117.885,0.0
2006-02-12 22:00:00,117.675,118.845,116.735,118.115,0.0
2006-02-19 22:00:00,118.065,118.985,116.415,116.845,0.0
2006-02-26 22:00:00,117.025,117.065,115.435,116.485,0.0
2006-03-05 22:00:00,116.135,119.115,116.035,118.935,0.0
2006-03-12 22:00:00,118.385,118.635,115.675,115.865,0.0
2006-03-19 22:00:00,116.395,118.485,116.235,117.435,0.0
2006-03-26 22:00:00,116.455,118.195,116.445,117.675,0.0
2006-04-02 21:00:00,117.845,118.775,116.665,118.265,0.0
2006-04-09 21:00:00,118.155,118.865,117.805,118.625,0.0
2006-04-16 21:00:00,118.355,118.375,116.545,116.585,0.0
2006-04-23 21:00:00,115.835,115.955,113.635,113.815,0.0
2006-04-30 21:00:00,113.705,114.165,112.215,112.465,0.0
2006-05-07 21:00:00,112.055,112.165,109.285,110.065,0.0
2006-05-14 21:00:00,109.645,112.235,108.975,111.705,0.0
2006-05-21 21:00:00,111.875,112.945,110.945,112.725,0.0
2006-05-28 21:00:00,112.365,113.345,111.315,111.605,0.0
2006-06-04 21:00:00,111.665,114.695,111.405,113.965,0.0
2006-06-11 21:00:00,114.265,115.415,113.945,115.115,0.0
2006-06-18 21:00:00,115.315,116.565,114.365,116.555,0.0
2006-06-25 21:00:00,116.345,116.695,114.145,114.445,0.0
2006-07-02 21:00:00,114.115,115.775,113.795,113.965,0.0
2006-07-09 21:00:00,113.945,116.375,113.435,116.115,0.0
2006-07-16 21:00:00,116.275,117.865,115.815,116.175,0.0
2006-07-23 21:00:00,116.235,117.375,114.595,114.625,0.0
2006-07-30 21:00:00,114.625,115.525,113.965,114.375,0.0
2006-08-06 21:00:00,114.215,116.415,114.215,116.245,0.0
2006-08-13 21:00:00,116.225,116.725,115.165,115.775,0.0
2006-08-20 21:00:00,115.735,117.385,115.315,117.295,0.0
2006-08-27 21:00:00,117.245,117.475,116.505,117.065,0.0
2006-09-03 21:00:00,116.885,117.035,115.555,116.865,0.0
2006-09-10 21:00:00,116.745,118.115,116.605,117.505,0.0
2006-09-17 21:00:00,118.125,118.275,116.055,116.485,0.0
2006-09-24 21:00:00,116.535,118.165,116.105,118.165,0.0
2006-10-01 21:00:00,118.025,119.085,117.375,119.035,0.0
2006-10-08 21:00:00,118.905,119.865,118.825,119.635,0.0
2006-10-15 21:00:00,119.735,119.775,118.045,118.645,0.0
2006-10-22 21:00:00,118.585,119.625,117.155,117.525,0.0
2006-10-29 22:00:00,117.615,118.175,116.565,118.015,0.0
2006-11-05 22:00:00,117.915,118.575,117.175,117.585,0.0
2006-11-12 22:00:00,117.515,118.435,117.125,117.665,0.0
2006-11-19 22:00:00,117.845,118.235,115.555,115.825,0.0
2006-11-26 22:00:00,115.485,116.535,114.945,115.415,0.0
2006-12-03 22:00:00,115.205,116.465,114.425,116.345,0.0
2006-12-10 22:00:00,116.235,118.315,116.225,118.155,0.0
