time,open,high,low,close,volume
2006-01-01 22:00:00,139.412,140.862,138.872,138.992,0.0
2006-01-08 22:00:00,139.042,139.042,137.102,138.562,0.0
2006-01-15 22:00:00,138.552,140.062,138.442,139.892,0.0
2006-01-22 22:00:00,140.132,142.412,140.062,141.822,0.0
2006-01-29 22:00:00,141.662,143.392,141.532,142.932,0.0
2006-02-05 22:00:00,142.942,142.982,139.992,140.272,0.0
2006-02-12 22:00:00,140.022,141.302,139.372,140.952,0.0
2006-02-19 22:00:00,141.092,141.652,138.632,138.752,0.0
2006-02-26 22:00:00,138.552,140.272,137.162,140.252,0.0
2006-03-05 22:00:00,140.302,141.822,139.522,141.722,0.0
2006-03-12 22:00:00,141.852,142.442,140.952,141.232,0.0
2006-03-19 22:00:00,141.362,141.952,140.722,141.342,0.0
2006-03-26 22:00:00,139.822,142.982,139.822,142.552,0.0
2006-04-02 21:00:00,142.662,144.842,142.372,143.042,0.0
2006-04-09 21:00:00,143.012,143.952,142.812,143.612,0.0
2006-04-16 21:00:00,143.662,145.472,143.542,143.882,0.0
2006-04-23 21:00:00,143.322,143.782,141.462,143.702,0.0
2006-04-30 21:00:00,143.522,144.742,142.432,143.202,0.0
2006-05-07 21:00:00,142.782,142.922,141.012,142.212,0.0
2006-05-14 21:00:00,142.012,142.872,140.172,142.722,0.0
2006-05-21 21:00:00,142.762,144.202,142.572,143.452,0.0
2006-05-28 21:00:00,143.252,144.742,143.012,144.202,0.0
2006-06-04 21:00:00,144.342,145.672,143.702,144.062,0.0
2006-06-11 21:00:00,144.062,145.632,143.632,145.562,0.0
2006-06-18 21:00:00,145.692,146.262,144.162,145.802,0.0
2006-06-25 21:00:00,145.632,146.632,145.312,146.392,0.0
2006-07-02 21:00:00,145.982,147.392,145.942,146.002,0.0
2006-07-09 21:00:00,145.952,147.162,145.002,146.902,0.0
2006-07-16 21:00:00,146.892,147.842,146.212,147.442,0.0
2006-07-23 21:00:00,147.612,148.022,146.102,146.282,0.0
2006-07-30 21:00:00,146.282,147.712,145.882,147.312,0.0
2006-08-06 21:00:00,147.192,148.592,147.172,147.992,0.0
2006-08-13 21:00:00,148.042,148.922,147.932,148.502,0.0
2006-08-20 21:00:00,148.552,149.772,148.502,149.592,0.0
2006-08-27 21:00:00,149.612,150.692,149.002,150.322,0.0
2006-09-03 21:00:00,150.232,150.232,147.542,148.142,0.0
2006-09-10 21:00:00,147.912,149.832,147.742,148.822,0.0
2006-09-17 21:00:00,149.212,150.242,148.232,148.992,0.0
2006-09-24 21:00:00,149.052,149.862,147.692,149.802,0.0
2006-10-01 21:00:00,149.682,150.442,148.982,149.952,0.0
2006-10-08 21:00:00,149.742,150.262,149.592,149.702,0.0
2006-10-15 21:00:00,149.702,149.822,148.492,149.672,0.0
2006-10-22 21:00:00,149.642,150.712,149.352,149.712,0.0
2006-10-29 22:00:00,149.532,150.172,148.832,150.082,0.0
2006-11-05 22:00:00,149.942,151.442,149.842,151.002,0.0
2006-11-12 22:00:00,150.982,151.432,150.522,150.952,0.0
2006-11-19 22:00:00,151.092,151.722,150.332,151.702,0.0
2006-11-26 22:00:00,151.952,154.072,151.822,153.922,0.0
2006-12-03 22:00:00,153.852,154.152,152.432,153.622,0.0
2006-12-10 22:00:00,153.292,155.552,153.202,154.552,0.0
2006-12-17 22:00:00,154.392,156.392,154.082,156.042,0.0
2006-12-24 22:00:00,156.042,157.172,155.422,157.112,0.0
2006-12-31 22:00:00,157.112,158.032,154.002,154.232,0.0
2007-01-07 22:00:00,154.262,156.312,153.652,155.452,0.0
2007-01-14 22:00:00,155.462,157.642,155.062,157.172,0.0
2007-01-21 22:00:00,157.162,158.602,155.752,157.002,0.0
2007-01-28 22:00:00,156.992,158.122,156.572,156.962,0.0
2007-02-04 22:00:00,156.802,158.342,155.242,158.202,0.0
2007-02-11 22:00:00,158.612,158.882,156.222,156.802,0.0
2007-02-18 22:00:00,156.912,159.612,156.842,159.292,0.0
2007-02-25 22:00:00,159.432,159.482,153.572,154.042,0.0
2007-03-04 22:00:00,153.082,155.192,150.722,155.172,0.0
2007-03-11 21:00:00,155.132,155.842,152.652,155.382,0.0
2007-03-18 21:00:00,155.012,157.622,155.002,156.872,0.0
2007-03-25 21:00:00,156.672,157.992,155.332,157.332,0.0
2007-04-01 21:00:00,157.282,159.652,156.932,159.522,0.0
2007-04-08 21:00:00,159.572,161.422,159.022,161.282,0.0
2007-04-15 21:00:00,161.842,162.382,159.592,161.262,0.0
2007-04-22 21:00:00,161.512,163.252,160.212,163.242,0.0
2007-04-29 21:00:00,162.532,163.582,162.402,163.292,0.0
2007-05-06 21:00:00,163.222,163.392,161.042,162.532,0.0
2007-05-13 21:00:00,162.572,163.862,162.552,163.592,0.0
2007-05-20 21:00:00,163.802,163.992,162.152,163.702,0.0
2007-05-27 21:00:00,163.742,164.262,162.942,164.132,0.0
2007-06-03 21:00:00,164.012,164.592,161.742,162.752,0.0
2007-06-10 21:00:00,162.482,165.262,161.482,165.252,0.0
2007-06-17 21:00:00,165.312,166.922,165.172,166.842,0.0
2007-06-24 21:00:00,166.702,166.902,164.222,166.782,0.0
2007-07-01 21:00:00,166.742,168.132,166.112,168.072,0.0
2007-07-08 21:00:00,168.182,168.932,166.492,168.012,0.0
2007-07-15 21:00:00,168.122,168.842,167.192,167.662,0.0
2007-07-22 21:00:00,167.852,167.862,161.512,161.662,0.0
2007-07-29 21:00:00,161.362,163.792,160.452,162.572,0.0
2007-08-05 21:00:00,162.472,165.362,159.962,162.092,0.0
2007-08-12 21:00:00,161.952,162.152,149.232,154.082,0.0
2007-08-19 21:00:00,153.902,159.252,153.342,159.232,0.0
2007-08-26 21:00:00,159.552,159.602,154.522,157.752,0.0
2007-09-02 21:00:00,157.862,158.642,155.682,156.092,0.0
2007-09-09 21:00:00,155.522,160.442,155.282,160.032,0.0
2007-09-16 21:00:00,159.712,162.812,158.782,162.752,0.0
2007-09-23 21:00:00,162.372,163.942,161.002,163.752,0.0
2007-09-30 21:00:00,163.932,165.392,163.562,165.342,0.0
2007-10-07 21:00:00,165.572,167.612,164.132,166.722,0.0
2007-10-14 21:00:00,166.612,167.722,163.672,163.772,0.0
2007-10-21 21:00:00,162.712,164.542,160.452,164.332,0.0
2007-10-28 21:00:00,164.512,167.232,164.392,166.582,0.0
2007-11-04 22:00:00,166.142,167.612,162.122,162.442,0.0
2007-11-11 22:00:00,161.952,164.282,158.682,162.872,0.0
2007-11-18 22:00:00,162.552,163.272,159.452,160.682,0.0
2007-11-25 22:00:00,161.152,163.812,159.362,162.752,0.0
2007-12-02 22:00:00,162.592,163.862,160.882,163.692,0.0
2007-12-09 22:00:00,164.472,165.272,161.892,163.442,0.0
2007-12-16 22:00:00,162.612,164.052,161.712,163.892,0.0
2007-12-23 22:00:00,164.502,166.632,163.902,165.372,0.0
2007-12-30 22:00:00,162.942,165.482,159.722,160.052,0.0
2008-01-06 22:00:00,160.382,162.262,159.872,160.782,0.0
2008-01-13 22:00:00,160.932,161.542,155.682,156.192,0.0
2008-01-20 22:00:00,152.372,159.102,152.102,156.692,0.0
2008-01-27 22:00:00,158.162,159.452,155.532,157.752,0.0
2008-02-03 22:00:00,158.172,158.692,154.042,155.692,0.0
2008-02-10 22:00:00,155.012,158.862,154.312,158.242,0.0
2008-02-17 22:00:00,158.452,159.572,157.692,158.852,0.0
2008-02-24 22:00:00,160.242,161.402,157.452,157.462,0.0
2008-03-02 22:00:00,157.332,159.202,155.922,157.632,0.0
2008-03-09 21:00:00,155.612,159.112,154.842,155.352,0.0
2008-03-16 21:00:00,152.832,157.002,151.692,153.662,0.0
2008-03-23 21:00:00,155.502,158.322,153.062,156.722,0.0
2008-03-30 21:00:00,157.222,161.082,156.322,159.652,0.0
2008-04-06 21:00:00,161.022,161.682,158.762,159.662,0.0
